name,id,uri,followers,genres,popularity,top_tracks
Erwin Do,4EUMzs3VfIVjB5yrHv153S,spotify:artist:4EUMzs3VfIVjB5yrHv153S,4585,jazz beats; lo-fi; lo-fi beats,56,Fragments; Snowball Fight; Brooklyn Sunrise; Conversation; Former Glory; Sunny Bossa; Just Relax; Bebop; Christmas Flurry; Malibu
Dosi,5p2HHGakKOJCICf9fnfnQ9,spotify:artist:5p2HHGakKOJCICf9fnfnQ9,5506,lo-fi; lo-fi beats,55,Along The Way; Isolation; Aether; Shadows; Autumn Letters; Purity; Cruelty; Pattern; Zéphyr; Constancy
Mujo,0vg08N1z9G9LrGLkG1nNDS,spotify:artist:0vg08N1z9G9LrGLkG1nNDS,31565,lo-fi; lo-fi hip hop; lo-fi beats; jazz beats,55,Oud; Everything Gone; Sleeping On Clouds; Singing Flowers; Melting Snowman; Cozy Jazz; Escaped; Family Time; Cinnamon Rolls; Labubu
fnonose,74yvhBPUU5nloVsshHE95q,spotify:artist:74yvhBPUU5nloVsshHE95q,9545,lo-fi; lo-fi beats,55,gust of wind; late summit; better days; with purpose; Zzz; Different Story; amarillo; carried away; blue room; after a long day
Goson,3b0TLzX6FkeQvv9daBtFBe,spotify:artist:3b0TLzX6FkeQvv9daBtFBe,7651,lo-fi; lo-fi hip hop; lo-fi beats,54,off grid; Snowfall Dreams; Way Closer; Sora; Sentiero; anywhere; Blue Sky; Into The Fog; Broken Angel; Warm Breeze
marsquake,7JHsA8iL2mnUsAteuzehsb,spotify:artist:7JHsA8iL2mnUsAteuzehsb,1206,lo-fi,54,come with me; Circle Of Friends; Footsteps; Don't Think; solitary life; Still Learning; Respiro; Santa‘s List; Decorating The Tree; Firewood And Hot Chocolate
Hevi,4vv1FFVqxnHyQFLmWxjizb,spotify:artist:4vv1FFVqxnHyQFLmWxjizb,8505,lo-fi hip hop; lo-fi; lo-fi beats,54,"eclipse; Runaway; Jester's Lullaby; Cherish Every Moment; pictures i can't look at; Beyond the Dreams; A Way Home; Ethereal; Sree; the past, the present"
slowburn,4wSDv48fN9mItDjtMpSEDo,spotify:artist:4wSDv48fN9mItDjtMpSEDo,3271,lo-fi,54,still images; New Light; empty pages; in a shared dream; Old Feelings; those little moments; the moon in your eyes; under the same moon; an endless spring; Dreamfield
loutwo,0GkUiuixKRnwTkGaJfEmkf,spotify:artist:0GkUiuixKRnwTkGaJfEmkf,310,lo-fi; lo-fi beats,53,blizz; aromatics; far far away; if you do; mango mood; afternoon moon; thrift shoppin; guarana; tealeaves; total eclipse
créature sonore,1oex6GCeWzSxHupAa6Fbnb,spotify:artist:1oex6GCeWzSxHupAa6Fbnb,2741,lo-fi; jazz beats,53,liquid life; . . . good night . . .; minimal thoughts; sleepy-head; nocturnal phenomenon; marchand de sable; We will always be together; esprit; majestic trees; Bellafonte
lilibu,2GAEdgtVHrKsjcHqwUFjpI,spotify:artist:2GAEdgtVHrKsjcHqwUFjpI,2487,lo-fi; lo-fi beats,53,ghee; toffee creme; peach cordial; growing still; broth; snoozed; christmas time is here; ceiling duty; purple peach crush; caipirinha
Golden Mist,0Hd6QWTqvltK9qwevGqQtK,spotify:artist:0Hd6QWTqvltK9qwevGqQtK,439,lo-fi,52,Morning Light; Mindset; Passengers; Underglow; Osterly Park; Tree Tops; Distance; Apricot Jam; Treat Me; Guava
Breezonic,6dcAuzmzyzfUfwRyT2CIXb,spotify:artist:6dcAuzmzyzfUfwRyT2CIXb,428,lo-fi; lo-fi beats,52,Evenings; letters; Peaceful Memory; final cut; morning skies; crispy; Soothe Your Soul; birdsong; sketchbooks; all that
sellar,2eE2igevXc1oO8cBldYZDy,spotify:artist:2eE2igevXc1oO8cBldYZDy,1193,lo-fi; lo-fi beats,52,Slow Morns; Deck the Halls; Break Time; midnight escape; nightvision; cocoon; shooting star; embrace; All I Want For Xmas; Hell O'ween
G Sounds,0C7tVaY5qlP5YgYh7DSUoJ,spotify:artist:0C7tVaY5qlP5YgYh7DSUoJ,35938,,52,she is my sunshine; lovely morning; Pure Imagination (Lofi); champagne; skyblue; Pure Imagination Lofi 3; Point the Star 2; my girl; Pure Imagination Lofi 4; bae kajima
Ambulo,6sPQwc6lix6K1Gv64v91Ml,spotify:artist:6sPQwc6lix6K1Gv64v91Ml,9795,lo-fi hip hop; lo-fi; lo-fi beats,52,Woods; Noctilucent; Spindrift; Childhood Memories; Passage; Ava; Stay the Same; Stargazing; Gloom; Epilogue
Spring Bingo,6nKx4Rzt8UvlMs3zEiwMif,spotify:artist:6nKx4Rzt8UvlMs3zEiwMif,417,lo-fi,52,Five; Lucid; Deep; Blume; Honey; Ether; Prairies; DEW; Aura; Jungle
Towerz,1bbah9s09626gweOzzLbKG,spotify:artist:1bbah9s09626gweOzzLbKG,11172,lo-fi hip hop; lo-fi; lo-fi beats,52,stick around; Glass Spire; Hearts; from me to you; Drifting; Dropouts; Buds of May; good friends; Distant Thoughts; Pillows
Leavv,7sNw4pNLLJNGrU62O80WGE,spotify:artist:7sNw4pNLLJNGrU62O80WGE,28794,lo-fi beats; lo-fi hip hop; lo-fi; jazz beats,52,lohmar; Lounge; Fields; Coastal; Azo; Sycamore; Pine Cabin; Warm Lights; Old Bridge; Portra
Philanthrope,13ACz7DIictCpSYGglNTHs,spotify:artist:13ACz7DIictCpSYGglNTHs,47867,lo-fi beats; lo-fi hip hop; lo-fi; jazz beats,52,Quicksilver; thinking of you; Akxnyte; everything you say; Space Cadet; Away with the Fairies; Shelterlude; 34th Street; Another Time; Transmission
Slowday,4twRiTv6fnJpXOReoe8bmz,spotify:artist:4twRiTv6fnJpXOReoe8bmz,653,lo-fi,51,Weightless; in your eyes; First Snow; Super sunny; late nights; Lost; Take your time; sunsets with you; Voyage; Nightshade
Floating Basket,2IzEDl5pSEGreH32EGY5hc,spotify:artist:2IzEDl5pSEGreH32EGY5hc,203,lo-fi; lo-fi beats,51,Low; Tranquil; Lake; Settle; Unwind; Lazy; Dream; Memory; Filter; Drift
morningtime,7xwOP2sBEig4hhduDiYwHS,spotify:artist:7xwOP2sBEig4hhduDiYwHS,2508,lo-fi; lo-fi beats,51,The Quiet Kind; headway; late summit; Alpenglow; look at you; Candlelight; winter whispers; here and now; road home; the rain
butterfli,6A3Fdu30Vz62jf3XP5pLy5,spotify:artist:6A3Fdu30Vz62jf3XP5pLy5,182,lo-fi; lo-fi beats,51,far away; lonely nights; home for the holidays; constellations; hallowed; well said; balanced; kaleidoscope; oceanside; final call
Lil Leaf,1GXcMejVQYwn2UstbQ0eHY,spotify:artist:1GXcMejVQYwn2UstbQ0eHY,539,lo-fi; lo-fi beats,51,peaceful; one step at a time; wind chimes; Fuzzy; Morning Dew; Fluffy; Half Full; on the breeze; No Doubt; Chillin'
CMJ,0PbBgZYFayICVW0646NtXG,spotify:artist:0PbBgZYFayICVW0646NtXG,8831,jazz beats; lo-fi; lo-fi beats; jazz rap,51,Nectar; Midnight Oil; At Rest; Hot Cocoa; By The Creek; Light Traffic; Fireside Morning; Afternoon Rays; On The Rocks; All Good
Toti Cisneros,2RzBTtaoFmXDvt5vP8lPYf,spotify:artist:2RzBTtaoFmXDvt5vP8lPYf,1976,jazz beats; lo-fi; lo-fi beats,51,Fragments; Still Us; Morning At The Sea; Grumpy; Happy Inside; Heat; Sway; Eyes Closed; Bebop; Omega
Fracta Aurea,6IfjthXfdys0smRoO7rBGL,spotify:artist:6IfjthXfdys0smRoO7rBGL,192,lo-fi beats; lo-fi,50,Fizzdrop; Arcticano; Chlorosea; Blisspark; Palmrush; Jazzy Keys; Solmelt; Umbralis; Kogarashi Dream; Barcelona
Cloudroom,6x4p39bu2ObskR6pMFFh6Z,spotify:artist:6x4p39bu2ObskR6pMFFh6Z,117,lo-fi beats; lo-fi,50,Laissez-Faire; Still Peel; Street Window; Paper Rain; Tape & Steam; Nighttime B-Side; Forgotten Memories; Blank Afternoon
Indigo Songs,2BWhKXeKs6nnuRF8Z7v7Mj,spotify:artist:2BWhKXeKs6nnuRF8Z7v7Mj,773,lo-fi; lo-fi beats,50,Echo; Cool Off; World; Call; Escape; Release; Sunset; Ripple; Frequency; Midnight
mellow fox,2VVDDOoBIhsMVPJMoUXjUE,spotify:artist:2VVDDOoBIhsMVPJMoUXjUE,14042,lo-fi,50,leave it all behind; fika; untethered; insomnia; coastal road; Quiet Nights; peaceful retreat; always by your side; bonsai; sun-kissed
Analogue Alf,4FVJdMWSQhn3zO1NKxMHAi,spotify:artist:4FVJdMWSQhn3zO1NKxMHAi,168,lo-fi beats; lo-fi,50,oldkeys; pillowloop; coldtea
nate2timez,0vABYweyJunNI8gFdnxXps,spotify:artist:0vABYweyJunNI8gFdnxXps,1761,dark ambient; lo-fi,50,Iris; Lilly Pad; Hazel; Dandelion; Fix Myself; Looking Up To The Sky; all of me; cumulonimbus; stratus; Autumn Rain
lorleaf,4dIQxgH4s739dGAHaKAw0y,spotify:artist:4dIQxgH4s739dGAHaKAw0y,2419,lo-fi beats; lo-fi; jazz beats,50,Isular; Kanáan; Accra; kiko; Bali; Dhermi; Perseide; Lunar; Millia; Fint
Fya Playce,7M7ryKqUcnn2r0F08gYuxr,spotify:artist:7M7ryKqUcnn2r0F08gYuxr,711,lo-fi beats; lo-fi,50,santa chill; soaring summer; Tuscany; park stroll; Wait For Spring; kites in the sky; trick shot; Soul of Serenity; Ghost House; Slow Breaths
Flitz&Suppe,49WbztFLx9iDTh8LHEIF84,spotify:artist:49WbztFLx9iDTh8LHEIF84,26708,lo-fi beats; lo-fi hip hop; lo-fi; jazz beats,50,Quicksilver; lohmar; Mujinas Ramen Shop; Azo; Interstellar; Tonight; Funkaholic; OdeToYou; Natura; Stand Alone Complex
Dozy Duzzn,2CPIZDGSe0zORQADHqFIAY,spotify:artist:2CPIZDGSe0zORQADHqFIAY,476,lo-fi; lo-fi beats,50,Dream Drift; Between Dream; Folding Quiet; CTRL; NapBeats; Snooze Groove; Napwave Nirvana; Raindrops on Loops; Glimmers; Velvet 87
heirloom,3Q6Jurd5PQMm7Q52Xk6yuW,spotify:artist:3Q6Jurd5PQMm7Q52Xk6yuW,125,lo-fi beats; lo-fi,49,so we wait; potions; nostalgia; did you call me?; apple sauce; anachronism; sundae; fresh avocado; bubble wrap; tic tac
Fugee,6xtxoTYp3AgomC2pfUKl8Q,spotify:artist:6xtxoTYp3AgomC2pfUKl8Q,2168,medieval; lo-fi,49,The Quiet Kind; December To Remember; A Winter's Love; Dybbuk; Haven of Eranos; Iron Fist; The Storyteller; Mirth & Mayhem; The Long Road Home; An Assembly of Enemies - Fugee Remix
Theo Aabel,6yxMxVw1MRLoB9EJWO5XVe,spotify:artist:6yxMxVw1MRLoB9EJWO5XVe,2332,lo-fi,49,come with me; sova; apollo; your smile; hibernation; circadian; celestial; rem; seabed; lullaby
new vibe,4opkbCiRUcXTOudZGFZAeo,spotify:artist:4opkbCiRUcXTOudZGFZAeo,245,lo-fi,49,foam; thyme moves slow; cloud particle; long rhodes; cabin fever; 100 acres; ovrflo; beluga; secret path; basement business
sad notes,6LlMF86oZBZG1nvkIkso0A,spotify:artist:6LlMF86oZBZG1nvkIkso0A,234,lo-fi,49,counting the days until we meet again; alone; amber hour; day by day; eventide; last night of the week; when the city sleeps; Tiara; empty rooms; lost in time
Sleepr Cell,7eci6ktzmN5wocxdk17C2m,spotify:artist:7eci6ktzmN5wocxdk17C2m,679,lo-fi beats; lo-fi,49,slow turn; Half Moon; pink dawn; Happy Christmas (War is Over); marzipan shuffle; gradual; wind chimes; periphery; soft crease; midnight in december and i'm lost
Mellow Melt,6Ur5qbkaIdwqygJFTTjyHJ,spotify:artist:6Ur5qbkaIdwqygJFTTjyHJ,466,lo-fi,49,Road 0679; Night Lights; Orient Silence; Sunday; City Slumber; Snowflakes; Sleepy Memory; Drifting; Snooze; Fireflies
KiddoCalvin,08tB77WyTGC9pZ5Pm7Ymu6,spotify:artist:08tB77WyTGC9pZ5Pm7Ymu6,231,lo-fi beats; lo-fi,48,Old Days; Sparks Down; Pink Sunrise; Oak Tree; Simmer; New Journey; Colors; Until Next Time; No Plans; Bestfriend
yvwn.,4nKqGQ0oFqlfBmXxiMPEO1,spotify:artist:4nKqGQ0oFqlfBmXxiMPEO1,123,lo-fi; lo-fi beats,48,sink or swim; blue light; quiet down; knowing; off the grid; shallow waters; When the sky falls down; falling in reverse; diversion; As soft as the wind blows
So.Lo,5vxaqyEjb7eMVm9bUnbwQj,spotify:artist:5vxaqyEjb7eMVm9bUnbwQj,2852,lo-fi; lo-fi hip hop; lo-fi beats,48,off grid; Sentiero; Into The Fog; Snowy Hills; It Came Upon A Midnight Clear; Goodnight; Teleport; Winter Buddy; Counting Sheep; Giapooh
H.1,3azKf6nXrUCI1RLZkX4Aj6,spotify:artist:3azKf6nXrUCI1RLZkX4Aj6,9077,lo-fi hip hop; lo-fi; lo-fi beats,48,Sun Will Return; Every Step Holds Freedom; A Way Home; Ethereal; See You Again; Amore; Circle; Suspended Emotions; Love Hurts; Twilight Journey
Notation,6Ez42bOoRelk95xv7GBMhx,spotify:artist:6Ez42bOoRelk95xv7GBMhx,1611,lo-fi beats; lo-fi; jazz beats,48,"Lazy Day; Green Pastures; Sunset; Reminiscing; Notebooks; Lunar; Wakefield, NH; wakefield; Lazy River; Lakeside Breeze"
Ptr.,6NjVgE12RKrH5MjW9Tgd0o,spotify:artist:6NjVgE12RKrH5MjW9Tgd0o,4681,chillstep,48,Wish; Slow Down; Days Gone By; Wash Away; Rest; Roots; Tomorrow; Genesis; Taiga; Sacred Land
jaackson,1Mvzmc04DfxzjMsV6oCohI,spotify:artist:1Mvzmc04DfxzjMsV6oCohI,1602,lo-fi beats; lo-fi; jazz beats; lo-fi hip hop,48,gravenhurst; last light; our place; teach each other lessons; spring is coming; Dew Point; Tenderness; Nowhere; summer haze; moonbeams
Rustique Beats,6i2uc5LaqqgBJ6SozGzryq,spotify:artist:6i2uc5LaqqgBJ6SozGzryq,1458,lo-fi beats; lo-fi,48,rockin' around the christmas tree; bustin' out; tree topper; late night walking; wetlands; favour the brave; distant memories; Sunnyside Up; spring clean; seabreeze
Vincent Rayn,3zWwvS0OdQwTploEQjT1VG,spotify:artist:3zWwvS0OdQwTploEQjT1VG,2020,lo-fi beats; lo-fi,48,Birds Eye; Osmose; Windmill; Ridge; Coastline; Rhythm; Piece Of Mind; Mirrorless; Praia Gaivotas; Retreat
Nova Night,5BVLrCpEMxXA6r5woi5f53,spotify:artist:5BVLrCpEMxXA6r5woi5f53,647,lo-fi,48,Midnight Groove; Locked Out; Long Road Home; Late Night Strings; Sun Haze; Lofi For Witches; Lofi Dream; Witches Brew; lost in the dark; Haunted House
Baen Mow,2mt3wR9B4tg9KXvICFYhqM,spotify:artist:2mt3wR9B4tg9KXvICFYhqM,1349,lo-fi hip hop; lo-fi; lo-fi beats,48,Drifting; Dragonball; Submerging into Consciousness; Blank Canvas; Easy Like Any Day; Under Your Skin; Do or Donut; Sleep Tight Tonight; Abduction; Waking up with the Sun
Corridor,0Tc5RmUZd5MfNBwBQfEXld,spotify:artist:0Tc5RmUZd5MfNBwBQfEXld,28,lo-fi beats; lo-fi,47,Rainseat; Paperlate; Where I Sat Tonight
Hi Hat Henry,7tsp47BEDJSjYQB0YaDV52,spotify:artist:7tsp47BEDJSjYQB0YaDV52,923,lo-fi beats; lo-fi,47,Crosswinds; Island Bounce; Big Fish; Bossy Bossa; Funkophomatic; Soul Kitchen; The whispers; Cigarette Serenade; Just Funk; Midnight Cityscape
ron quixote,7IsLRXgrGBhZPleg96NhwA,spotify:artist:7IsLRXgrGBhZPleg96NhwA,2360,lo-fi beats; lo-fi,47,Walk Away; Cocoon; Flyin; In The Clouds; Mañana; Nonobody; Chewy; Goinhome; Hey; Concrete Lullaby
Mareel,7nI22V07BuRLz4BKbXtE5z,spotify:artist:7nI22V07BuRLz4BKbXtE5z,49,lo-fi beats; lo-fi,47,Rain on Wires; Golden Save; Cabin Light; Blue Horizon; Pastel Pixels; Blush Dunes; Soft Lights; Cotton Skies
Mellow Mirror,7kVcHt4VUH5dGb0Gz8IY3G,spotify:artist:7kVcHt4VUH5dGb0Gz8IY3G,177,lo-fi,47,ValleyViews; End of Starts; Shadows; Sunshine; who knows; s i d e w a y s; Freeze; Cruising; Midnight Metro; Cazzette
deadman 死人,1IAIRAvJCUc01U0doDVKN9,spotify:artist:1IAIRAvJCUc01U0doDVKN9,52560,anime,47,Omae Wa Mou; it rained as you said goodbye; can't explain it; Omae Wa Mou - Slowed; Omae Wa Mou - Sped Up; joueur; ANIME SONG; the indifferent cruelty of the universe meets the indomitable human spirit; POURING; negative thoughts
Beats on 21st,2VBUiCVWzqYXz3VdzHQMG5,spotify:artist:2VBUiCVWzqYXz3VdzHQMG5,206,lo-fi beats; lo-fi,47,waiting; fade; analog dreams; drop out; Rewind; Lost In Your Eyes; Endless Nights; so far; slow down; maybe
mxgnetic.,5u7mGLVX9UB0iKwkgMywJ9,spotify:artist:5u7mGLVX9UB0iKwkgMywJ9,107,lo-fi,47,sunrise; sunny days; halloween; you; waiting 4 u; ahead of time
Tooslo,3CBEpst0ojgj2ZBmzDighK,spotify:artist:3CBEpst0ojgj2ZBmzDighK,456,lo-fi,47,"Wandering Haze; Sapphire Skies; stars; peaceful; HOPEFULLY, SOMEDAY; go back to sleep; swept in blankets; dreamscapes; who am I, really?; Feather"
low pines,0vVUkxt48ozguY3xh3ntKg,spotify:artist:0vVUkxt48ozguY3xh3ntKg,137,lo-fi beats; lo-fi,47,something to say; back alone; littlebean; Beneath the Surface; measuring time; Whisper; low light; glass rain; tempting fate; forest rain
Brxvs,3LoO7TNHi4wqe78tsBMMv5,spotify:artist:3LoO7TNHi4wqe78tsBMMv5,979,lo-fi; lo-fi beats,47,gravenhurst; two hearts; carried away; Kensington Market; Ice Skating; Let's Lay In The Snow; Pasadena; new start; Daytrip; Along the moonlit path
herman.,3WyJSGYPoo86oOCSCcWNr6,spotify:artist:3WyJSGYPoo86oOCSCcWNr6,430,lo-fi; lo-fi hip hop,47,Wistful; Soft Breeze; Memories; Dusk; Remember me; Snowfall; Falling Leaves; Hazy Morning; Composed; Ether
ourchase,1zvfbLdrzYE5C41tjeLwkW,spotify:artist:1zvfbLdrzYE5C41tjeLwkW,183,lo-fi,47,slow river; field of blue; last summer
nearly monday,77lm1CStze3sAtsBUvW2Rm,spotify:artist:77lm1CStze3sAtsBUvW2Rm,333,lo-fi; lo-fi beats,47,told u; no ones around me; schoolyard at night; sunday; looking back; moment to myself; i said it's fine; play pretend; in the backseat of my parents car; miss u already
nightnotes,334qcUILkYr6OYnqTi1DD3,spotify:artist:334qcUILkYr6OYnqTi1DD3,707,lo-fi beats; lo-fi,47,"forest nights; siljan; fireflies; letter to amtis; just me watering my plants, overthinking stuff; i might snooze tomorrow; a moment alone; Young Poets; rainy; that time at the owl's inn"
Mozzie,10gjx964A7V2fWnMZXTiy4,spotify:artist:10gjx964A7V2fWnMZXTiy4,2178,lo-fi beats; lo-fi; jazz beats,47,Amelie; forever young; floating; Olive; Oasis; Palette; camellia; Fable; happy days; Fragments
pete castle,30iN8zR9kklIfdH9dL8qOn,spotify:artist:30iN8zR9kklIfdH9dL8qOn,92,,46,in an open field; until then; through the fog; chasing shadows; the dawn is yours; Free Again; in passing; what remains; hiding place; without a trace
Haku-San,0dGpPnF1fbxs3Bhz2bO8UA,spotify:artist:0dGpPnF1fbxs3Bhz2bO8UA,119,lo-fi; lo-fi beats,46,Midnight Dreams and Lights; Twilight; Dusking; Staying Overnight; The Purple House; Forgotten Forest; Cloudy Sky; Summer Station; The Old Mill House; Look! A Factory On The Hill
low&slow,5nRIouNA5T37sVSDEjbhAL,spotify:artist:5nRIouNA5T37sVSDEjbhAL,992,lo-fi beats; lo-fi,46,Echoes of Nebula; poseidon; glow; Laguna; highway one; wakayama; Waves; Almost there; journey; labels
yosei.,611H6R34SPmF5jQLMzc0wf,spotify:artist:611H6R34SPmF5jQLMzc0wf,82,jazz beats; lo-fi,46,Soluna; forestwalk; temporal; capsize; beyond; stasis; show and tell; time walk; spellskite; rhystic
Half Blue,2OFRhWUjfTKWj9XGiAZplC,spotify:artist:2OFRhWUjfTKWj9XGiAZplC,8605,jazz beats; lo-fi beats; lo-fi; jazz rap,46,forestwalk; temporal; Nightcap; No Doubt; Moonlit; stasis; show and tell; time walk; Run The City; Canopic
yellofish,6wHTJtZcirtHMW5PALNq3p,spotify:artist:6wHTJtZcirtHMW5PALNq3p,981,lo-fi beats; lo-fi,46,what´s my name; engine; shanghai tower; early bird; violett; bonsai tree; curry stew; vase; ocean view; igloo
Zycix,2Wv6IR9Z1e2zHWLDOHWUFy,spotify:artist:2Wv6IR9Z1e2zHWLDOHWUFy,1202,lo-fi,46,Way Closer; Shades of Night's Sky; Windmill; Silent Fire; Last Days Of Summer; Moon Tales; Foggy Night; Eternal Skies; Through The King's Forest; Lanterns in the Mist
Akkoro,7oYEzKdDKAF7DjhsS4nEOt,spotify:artist:7oYEzKdDKAF7DjhsS4nEOt,450,lo-fi beats; lo-fi,46,Our Feelings; Fleeting; Find Me; Can't Stop; Christmas Spirit; Our Souls; Traces of a Life; Your Eyes; Soft Reverie; Hopeful World
cløse2u,4SAUbKw5T4xORiIq16XKUE,spotify:artist:4SAUbKw5T4xORiIq16XKUE,727,lo-fi beats; lo-fi; jazz beats,46,Reading Books; Snowball Fight; Back in the Shadow; Lights; Glad We've Met; Tropical Punch; Grey; Coffee Visit; From Lisbon With Love; Random
Space Queen,3m5nS34Ypq4yvWZ2krrVHD,spotify:artist:3m5nS34Ypq4yvWZ2krrVHD,1380,lo-fi,45,Violet; Bonita; Moving; On the Roof; Tempo; Rare Moonglow; Dream Sequence; By the Hills; The Guide to Wild Flowers; Dusk
Mike Nora,5HCpJ18GNaqB4nCl6MyGBI,spotify:artist:5HCpJ18GNaqB4nCl6MyGBI,71,lo-fi beats; lo-fi,45,hello buddy; solitude; Get Through; Nocturnal; Nightshift; talk more; letting go; Flipped FM; embrace; Washed Away
Sundaze,2YxIkLC16Y21afaSqjP9b0,spotify:artist:2YxIkLC16Y21afaSqjP9b0,363,jazz beats; lo-fi; lo-fi beats,45,Cirrus; Freefall; Cozy Christmas; Heavenly; No Sweat!; Roots; Late Winter; Icogito; shades; Night Conversations
Yumeoka,2QO9MfQwz3oGySq5Tiuo4Q,spotify:artist:2QO9MfQwz3oGySq5Tiuo4Q,203,lo-fi,45,"losing time; O Come, All Ye Faithful; Terminal; In hindsight; Stay Awake; Just A Minute; Everybody's talking; Come my way; Unresolved; Freelunch"
BeatsBySindri,3l4l6Du65QxJ1uhw8SLsyV,spotify:artist:3l4l6Du65QxJ1uhw8SLsyV,439,lo-fi beats; lo-fi,45,Kyla; Gomorra; KONTAKT; MOTGIFT; Hashiru; Sanctuary; Centina; Picanha; Helios; Sphinx
Soulflu,6dBaFTE0JSiCN4JL9K03tM,spotify:artist:6dBaFTE0JSiCN4JL9K03tM,285,lo-fi,45,Cozy Nights; Escape; high above; hey there; AIRPORT; naranja; Firefly; happy life; lush living; catch me if you can
Berhanio,3ZkP4NjIpKfyaTf2hTAmkW,spotify:artist:3ZkP4NjIpKfyaTf2hTAmkW,181,lo-fi beats; lo-fi,45,Make It; Wassup; Memory Game; Honey; Fancy; Top Floor; Main Street; Milkshakes; Tell Me
Cozy Nordic,5bXNQJuvFUMikwDTTOg5ou,spotify:artist:5bXNQJuvFUMikwDTTOg5ou,2173,lo-fi; lo-fi beats,45,rainfall; quiet night; the sheeps; lille dyp; sofa nap; halloumi; daylight; afternoon tea; quiet spot; trees
Sunny Léo,2w5KiJbmzmpynhshcjodYG,spotify:artist:2w5KiJbmzmpynhshcjodYG,22,,44,All Nighter; Ten; Naxos Beach; Tanned Skin; Swings; Golden Goose
Photosynthetic,07gRq5MLkPSFcl6ECDONS1,spotify:artist:07gRq5MLkPSFcl6ECDONS1,70,,44,skagen; City Boy; Smiley; Yuzu; PAGES; Tea; Maxe
skrn,1k29Ytv2zKdGrYGadr9etJ,spotify:artist:1k29Ytv2zKdGrYGadr9etJ,957,lo-fi beats; lo-fi; jazz beats,44,croissant; Sunset Dribble; skills; Emotions; City Lounge; bubble push; canvas; Night Rio; Jazz Avenue; lemon maffin
